OrderType,OrderCategory,CustomerCode,CountryName,CustomerOrderNo,Custorderdate,UnitName,QtyRequired,TotalArea,Amount,ITEM_NAME,QualityName,DesignName,ColorName,ShapeName,AreaFt
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,16,8.4375,135.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,8.4375
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,8,19.25,154.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,19.25
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,12,43.3125,519.75,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,43.3125
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,9,88.0,792.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,88.0
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,4,134.0625,536.25,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,134.0625
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,6,20.0,120.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,REC,20.0
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,4,60.0625,240.25,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SILVER,ROUND,60.0625
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,13,8.4375,109.6875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,8.4375
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,6,19.25,115.5,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,19.25
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,10,43.3125,433.125,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,43.3125
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,7,88.0,616.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,88.0
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,3,134.0625,402.1875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,134.0625
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,5,20.0,100.0,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,REC,20.0
Area Wise,Order,H-1,USA,CATALOG 82F,2017-01-17,Ft,3,60.0625,180.1875,HAND TUFTED,TUFTED 60C,TRINITY [8517],GREY/SEAGREEN,ROUND,60.0625
Area Wise,Order,C-1,USA,45624,2017-05-09,Ft,5,40.0,200.0,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,40.0
Area Wise,Order,C-1,USA,46104,2017-10-31,Ft,4,40.0,424.0,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,40.0
Area Wise,Order,C-1,USA,46953,2019-01-30,Ft,3,40.0,318.0,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,40.0
Pc Wise,Order,C-1,USA,47285,2019-08-23,Ft,4,40.0,424.0,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,40.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,88.0
Area Wise,Order,C-1,USA,46882,2018-12-19,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,88.0
Area Wise,Order,C-1,USA,47115,2019-05-14,Ft,6,88.0,1399.2,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,88.0
Area Wise,Order,C-1,USA,45624,2017-05-09,Ft,3,63.0,189.0,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,46104,2017-10-31,Ft,4,63.0,667.8,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,46489,2018-04-23,Ft,3,63.0,500.85,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Pc Wise,Order,C-1,USA,47285,2019-08-23,Ft,2,63.0,333.9,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,4,63.0,667.8,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,46953,2019-01-30,Ft,3,63.0,500.85,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,47115,2019-05-14,Ft,6,63.0,1001.7,HAND TUFTED,TUFTED 60C,TIMBER [D-11044],RUST,REC,63.0
Area Wise,Order,C-1,USA,46116,2017-10-31,Ft,3,40.0,542.4,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10848],GOLD/GOLD,REC,40.0
Area Wise,Order,C-1,USA,46269,2018-01-20,Ft,4,40.0,723.2,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10848],GOLD/GOLD,REC,40.0
Area Wise,Order,C-1,USA,47023,2019-03-14,Ft,1,40.0,180.8,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10848],GOLD/GOLD,REC,40.0
Area Wise,Order,C-1,USA,46269,2018-01-20,Ft,3,88.0,1193.28,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10848],GOLD/GOLD,REC,88.0
Area Wise,Order,C-1,USA,CPN 0045006,2017-02-23,Ft,3,40.0,120.0,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,40.0
Area Wise,Order,C-1,USA,46269,2018-01-20,Ft,3,40.0,542.4,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,40.0
Area Wise,Order,C-1,USA,45867,2017-07-12,Ft,4,63.0,252.0,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,63.0
Area Wise,Order,C-1,USA,CPN 0045006,2017-02-23,Ft,3,88.0,264.0,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,88.0
Area Wise,Order,C-1,USA,46116,2017-10-31,Ft,2,88.0,795.52,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,88.0
Area Wise,Order,C-1,USA,46881,2018-12-19,Ft,3,88.0,1193.28,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [10895],BLACK/BLACK,REC,88.0
Area Wise,Order,C-1,USA,46881,2018-12-19,Ft,3,40.0,542.4,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [749],BURGANDY/BURGANDY,REC,40.0
Area Wise,Order,C-1,USA,46881,2018-12-19,Ft,3,63.0,854.28,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [749],BURGANDY/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,45648,2017-05-09,Ft,3,40.0,120.0,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [14968],BLACK/BEIGE,REC,40.0
Area Wise,Order,C-1,USA,46116,2017-10-31,Ft,2,40.0,361.6,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [14968],BLACK/BEIGE,REC,40.0
Area Wise,Order,C-1,USA,45648,2017-05-09,Ft,4,88.0,352.0,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [14968],BLACK/BEIGE,REC,88.0
Area Wise,Order,C-1,USA,46116,2017-10-31,Ft,2,88.0,795.52,HAND TUFTED,TUFTED 60C SEMI WORSTED,MARTHAS [14968],BLACK/BEIGE,REC,88.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,4,15.0,159.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,15.0
Pc Wise,Order,C-1,USA,47353,2019-10-01,Ft,3,15.0,119.25,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,15.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,3,15.0,119.25,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,15.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,4,40.0,424.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,40.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,3,40.0,318.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,40.0
Pc Wise,Order,C-1,USA,47353,2019-10-01,Ft,3,40.0,318.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,40.0
Area Wise,Order,C-1,USA,46493,2018-04-23,Ft,3,63.0,500.85,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,63.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,5,63.0,834.75,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,63.0
Area Wise,Order,C-1,USA,46994,2019-02-23,Ft,4,63.0,667.8,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,63.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,5,88.0,1166.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,4,88.0,932.8,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Area Wise,Order,C-1,USA,46529,2018-05-02,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Area Wise,Order,C-1,USA,46994,2019-02-23,Ft,2,88.0,466.4,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,5,88.0,1166.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Pc Wise,Order,C-1,USA,47353,2019-10-01,Ft,5,88.0,1166.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,88.0
Area Wise,Order,C-1,USA,45771,2017-06-03,Ft,4,133.0,532.0,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,2,133.0,704.9,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,2,133.0,704.9,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,3,133.0,1057.35,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133.0
Pc Wise,Order,C-1,USA,47353,2019-10-01,Ft,3,133.0,1057.35,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,REC,133.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,2,72.25,382.92,HAND TUFTED,TUFTED 60C,REGAL [D-10252],BROWN/RED,ROUND,72.25
Area Wise,Order,C-1,USA,46427,2018-03-22,Ft,1,20.25,64.395,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,20.25
Area Wise,Order,C-1,USA,46834,2018-11-24,Ft,1,20.25,75.1275,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,20.25
Area Wise,Order,C-1,USA,45771,2017-06-03,Ft,8,6.0,48.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,6.0
Area Wise,Order,C-1,USA,45771,2017-06-03,Ft,5,15.0,75.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,15.0
Area Wise,Order,C-1,USA,45861,2017-07-20,Ft,4,15.0,60.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,15.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,4,15.0,159.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,15.0
Area Wise,Order,C-1,USA,46108,2017-10-31,Ft,6,15.0,238.5,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,15.0
Area Wise,Order,C-1,USA,46994,2019-02-23,Ft,4,15.0,159.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,15.0
Area Wise,Order,C-1,USA,45771,2017-06-03,Ft,5,40.0,200.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,40.0
Area Wise,Order,C-1,USA,46108,2017-10-31,Ft,3,40.0,318.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,40.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,2,40.0,212.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,40.0
Area Wise,Order,C-1,USA,45626,2017-05-09,Ft,4,63.0,252.0,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,3,63.0,500.85,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,46493,2018-04-23,Ft,2,63.0,333.9,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,2,63.0,333.9,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,46994,2019-02-23,Ft,3,63.0,500.85,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,63.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,4,88.0,932.8,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88.0
Area Wise,Order,C-1,USA,46529,2018-05-02,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88.0
Area Wise,Order,C-1,USA,46749,2018-10-08,Ft,3,88.0,699.6,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88.0
Pc Wise,Order,C-1,USA,47287,2019-08-23,Ft,2,88.0,466.4,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,88.0
Area Wise,Order,C-1,USA,46529,2018-05-02,Ft,2,133.0,704.9,HAND TUFTED,TUFTED 60C,REGAL [10821],BLACK/BURGANDY,REC,133.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,4,15.0,159.0,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,15.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,4,15.0,159.0,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,15.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,4,40.0,424.0,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,40.0
Pc Wise,Order,C-1,USA,CPN0046261,2018-01-17,Ft,4,63.0,667.8,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,63.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,5,88.0,1166.0,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,88.0
Area Wise,Order,C-1,USA,45983,2017-09-12,Ft,4,133.0,1409.8,HAND TUFTED,TUFTED 60C,REGAL [E-2792],BEIGE/BROWN,REC,133.0
Pc Wise,Order,C-1,USA,CPN0046250,2018-01-17,Ft,5,63.0,1260.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Area Wise,Order,C-1,USA,46627,2018-07-03,Ft,6,63.0,1512.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Area Wise,Order,C-1,USA,46748,2018-10-08,Ft,3,63.0,756.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Area Wise,Order,C-1,USA,46880,2018-12-19,Ft,6,63.0,1512.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Area Wise,Order,C-1,USA,46945,2019-01-30,Ft,3,63.0,756.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Pc Wise,Order,C-1,USA,47186,2019-06-22,Ft,3,63.0,756.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Pc Wise,Order,C-1,USA,47350,2019-10-01,Ft,4,63.0,1008.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,63.0
Area Wise,Order,C-1,USA,CPN 0044975,2017-02-23,Ft,4,88.0,352.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45310,2017-03-30,Ft,6,88.0,528.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45622,2017-05-09,Ft,4,88.0,352.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45760,2017-06-03,Ft,3,88.0,264.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45854,2017-07-12,Ft,6,88.0,528.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45912,2017-08-05,Ft,6,88.0,528.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Pc Wise,Order,C-1,USA,47406,2019-11-14,Ft,5,88.0,1760.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,46880,2018-12-19,Ft,7,88.0,2464.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,46945,2019-01-30,Ft,3,88.0,1056.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Pc Wise,Order,C-1,USA,47186,2019-06-22,Ft,6,88.0,2112.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Pc Wise,Order,C-1,USA,47350,2019-10-01,Ft,6,88.0,2112.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,45979,2017-09-12,Ft,6,88.0,2112.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,46399,2018-03-07,Ft,1,88.0,422.4,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,46627,2018-07-03,Ft,4,88.0,1408.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,46748,2018-10-08,Ft,8,88.0,2816.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,88.0
Area Wise,Order,C-1,USA,CPN 0044975,2017-02-23,Ft,8,117.0,936.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,45310,2017-03-30,Ft,4,117.0,468.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,45622,2017-05-09,Ft,3,117.0,351.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,45854,2017-07-12,Ft,10,117.0,1170.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,45912,2017-08-05,Ft,4,117.0,468.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,45979,2017-09-12,Ft,4,117.0,1872.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Pc Wise,Order,C-1,USA,47350,2019-10-01,Ft,6,117.0,2808.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Pc Wise,Order,C-1,USA,47406,2019-11-14,Ft,3,117.0,1404.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,46101,2017-10-31,Ft,12,117.0,5616.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,46627,2018-07-03,Ft,4,117.0,1872.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,46880,2018-12-19,Ft,8,117.0,3744.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,Sample,2018-12-29,Ft,5,117.0,0.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Pc Wise,Order,C-1,USA,47186,2019-06-22,Ft,3,117.0,1404.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,117.0
Area Wise,Order,C-1,USA,CPN 0044975,2017-02-23,Ft,4,40.0,160.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Area Wise,Order,C-1,USA,45622,2017-05-09,Ft,4,40.0,160.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Pc Wise,Order,C-1,USA,CPN0046250,2018-01-17,Ft,10,40.0,1600.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Area Wise,Order,C-1,USA,46627,2018-07-03,Ft,12,40.0,1920.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Area Wise,Order,C-1,USA,46748,2018-10-08,Ft,6,40.0,960.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Area Wise,Order,C-1,USA,46880,2018-12-19,Ft,3,40.0,480.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH STAR,G-1/G-2,REC,40.0
Area Wise,Order,C-1,USA,CPN 0044975,2017-02-23,Ft,5,40.0,200.0,KNOTTED,KNOTTED 3/25 30C MS+30C HS,KASBAH COBBLESTONE,MUSHROOM,REC,40.0
Area Wise,Order,C-1,USA,45979,2017-09-12,Ft,4,40.0,640.0,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC,40.0
Area Wise,Order,C-1,USA,45760,2017-06-03,Ft,3,88.0,264.0,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC,88.0
Area Wise,Order,C-1,USA,45979,2017-09-12,Ft,5,88.0,1760.0,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC,88.0
Area Wise,Order,C-1,USA,46312,2018-02-10,Ft,2,88.0,704.0,KNOTTED,KNOTTED 3/25 30C MS,KASBAH NOMAD,CREAM,REC,88.0
Area Wise,Order,C-1,USA,CPN 0044992,2017-02-23,Ft,6,88.0,528.0,HAND TUFTED,TUFTED 60C,ARDEN [8719],CHARCOAL,REC,88.0
Area Wise,Order,M-1,USA,12189,2017-02-16,Ft,5,40.0,200.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL,REC,40.0
Area Wise,Order,M-1,USA,12189,2017-02-16,Ft,7,54.0,378.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,PETAL,REC,54.0
Area Wise,Order,M-1,USA,12339,2017-04-19,Ft,25,1.5,37.5,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,1.5
Area Wise,Order,M-1,USA,12477,2017-08-21,Ft,25,1.5,37.5,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,1.5
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,25,1.5,75.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,1.5
Area Wise,Order,M-1,USA,12654,2017-12-27,Ft,25,1.5,75.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,1.5
Area Wise,Order,M-1,USA,12944,2018-07-17,Ft,21,1.5,63.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,1.5
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,6,40.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,40.0
Area Wise,Order,M-1,USA,12824,2018-04-11,Ft,6,40.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,40.0
Area Wise,Order,M-1,USA,12848,2018-04-19,Ft,6,40.0,480.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,40.0
Area Wise,Order,M-1,USA,12893,2018-05-18,Ft,14,40.0,1120.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,40.0
Area Wise,Sample,M-1,USA,"REMAK-12824,26,93 Etc.",2018-12-04,Ft,1,40.0,0.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,40.0
Area Wise,Order,M-1,USA,12544,2017-10-12,Ft,8,54.0,864.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,54.0
Area Wise,Order,M-1,USA,12893,2018-05-18,Ft,12,54.0,1296.0,HAND TUFTED,TUFTED 60C+VISC 2/16 5PLY,AMARI TRELLIS,IVORY/GREY,REC,54.0
